Country,Year,Emissions,Income
Turkey,1964,0.87,4150
Turkey,1965,0.884,4220
Turkey,1966,0.994,4680
Turkey,1967,1.03,4850
Turkey,1968,1.09,5130
Turkey,1969,1.14,5350
Turkey,1970,1.22,5560
Turkey,1971,1.33,6010
Turkey,1972,1.47,6330
Turkey,1973,1.58,6540
Turkmenistan,1963,10.7,6450
Turkmenistan,1964,11,7140
Turkmenistan,1965,11.3,7410
Turkmenistan,1966,11.6,7640
Turkmenistan,1967,11.8,7850
Turkmenistan,1968,11.8,8170
Turkmenistan,1969,11.9,8160
Turkmenistan,1970,12.2,8650
Turkmenistan,1971,12.6,8740
Turkmenistan,1972,12.9,8640
Turkmenistan,1973,13,9210
Uganda,1963,0.058,1370
Uganda,1964,0.0636,1420
Uganda,1965,0.0785,1410
Uganda,1966,0.0887,1440
Uganda,1967,0.0947,1470
Uganda,1968,0.111,1450
Uganda,1969,0.129,1560
Uganda,1970,0.154,1520
Uganda,1971,0.149,1520
Uganda,1972,0.139,1490
Uganda,1973,0.116,1440
Ukraine,1963,7.05,6780
Ukraine,1964,7.41,7610
Ukraine,1965,7.78,8010
Ukraine,1966,8.14,8370
Ukraine,1967,8.44,8700
Ukraine,1968,8.61,9180
Ukraine,1969,8.9,9280
Ukraine,1970,9.29,9960
Ukraine,1971,9.79,10200
Ukraine,1972,10.2,10200
Ukraine,1973,10.6,11000
United Arab Emirates,1963,0.176,61700
United Arab Emirates,1964,0.133,68600
United Arab Emirates,1965,0.147,75200
United Arab Emirates,1966,0.16,81500
United Arab Emirates,1967,5.4,87400
United Arab Emirates,1968,6.81,92000
United Arab Emirates,1969,101,94100
United Arab Emirates,1970,65,95700
United Arab Emirates,1971,76.3,102000
United Arab Emirates,1972,70.9,93900
United Arab Emirates,1973,77.6,91500
United Kingdom,1963,11.3,17000
United Kingdom,1964,11.3,17800
United Kingdom,1965,11.5,18100
United Kingdom,1966,11.3,18400
United Kingdom,1967,10.8,18700
United Kingdom,1968,11,19400
United Kingdom,1969,11.4,19700
United Kingdom,1970,11.8,20100
United Kingdom,1971,11.9,20500
United Kingdom,1972,11.6,21100
United Kingdom,1973,11.8,22500
United States,1963,16,22500
United States,1964,16.5,23500
United States,1965,17,24600
United States,1966,17.6,25900
United States,1967,18.1,26200
United States,1968,18.6,27100
United States,1969,19.4,27600
United States,1970,20.7,27300
United States,1971,20.6,27700
United States,1972,21.4,28800
United States,1973,22.2,30100
Uruguay,1963,1.64,8590
Uruguay,1964,1.71,8630
Uruguay,1965,2.05,8610
Uruguay,1966,1.98,8810
Uruguay,1967,1.78,8340
Uruguay,1968,1.76,8370
Uruguay,1969,2,8790
Uruguay,1970,2.04,9100
Uruguay,1971,2.06,8960
Uruguay,1972,2.15,8610
Uruguay,1973,2.05,8860
Uzbekistan,1963,5.41,3640
Uzbekistan,1964,5.57,4070
Uzbekistan,1965,5.7,4250
Uzbekistan,1966,5.81,4410
Uzbekistan,1967,5.86,4560
Uzbekistan,1968,5.81,4790
Uzbekistan,1969,5.85,4810
Uzbekistan,1970,5.95,5130
Uzbekistan,1971,6.13,5210
Uzbekistan,1972,6.28,5190
Uzbekistan,1973,6.37,5560
Vanuatu,1963,0.472,1730
Vanuatu,1964,0.864,1760
Vanuatu,1965,0.642,1780
Vanuatu,1966,1.01,1800
Vanuatu,1967,1.07,1820
Vanuatu,1968,0.773,1850
Vanuatu,1969,0.531,1870
Vanuatu,1970,0.472,1890
Vanuatu,1971,0.667,1920
Vanuatu,1972,0.687,1940
Vanuatu,1973,0.587,1970
Venezuela,1963,6.21,15400
Venezuela,1964,6.04,16300
Venezuela,1965,6.27,16700
Venezuela,1966,5.69,16500
Venezuela,1967,6.35,16600
Venezuela,1968,6.13,16900
Venezuela,1969,6.24,17000
Venezuela,1970,6.54,17800
Venezuela,1971,5.33,17700
Venezuela,1972,5.17,17600
Venezuela,1973,5.34,18100
Vietnam,1963,0.255,1620
Vietnam,1964,0.321,1630
Vietnam,1965,0.348,1590
Vietnam,1966,0.493,1550
Vietnam,1967,0.573,1320
Vietnam,1968,0.573,1250
Vietnam,1969,0.64,1320
Vietnam,1970,0.65,1310
Vietnam,1971,0.551,1340
Vietnam,1972,0.506,1420
Vietnam,1973,0.538,1470
Yemen,1963,0.525,1820
Yemen,1964,0.644,1830
Yemen,1965,0.686,1850
Yemen,1966,0.596,1870
Yemen,1967,0.517,1890
Yemen,1968,1.94,1910
Yemen,1969,0.767,1930
Yemen,1970,0.406,2280
Yemen,1971,0.314,2620
Yemen,1972,0.234,2770
Yemen,1973,0.42,3040
Zambia,1963,1.03,1750
Zambia,1964,0.946,1960
Zambia,1965,1.1,2290
Zambia,1966,0.951,2140
Zambia,1967,1.26,2280
Zambia,1968,1.17,2280
Zambia,1969,1.06,2230
Zambia,1970,0.902,2300
Zambia,1971,0.877,2260
Zambia,1972,0.91,2430
Zambia,1973,0.993,2370
Zimbabwe,1963,1.13,1780
Zimbabwe,1964,1.03,1920
Zimbabwe,1965,1.17,2020
Zimbabwe,1966,1.31,2030
Zimbabwe,1967,1.11,2170
Zimbabwe,1968,1.29,2180
Zimbabwe,1969,1.32,2410
Zimbabwe,1970,1.54,2900
Zimbabwe,1971,1.6,3110
Zimbabwe,1972,1.45,3330
Zimbabwe,1973,1.58,3410
